UserID,SessionID,Timestamp,Type,Utility,Hit,Result,Description
84eabfec-7be2-4fc3-b629-07386b850276,af1ecacc-a6d9-4ead-b36f-47e0c0be6f31,2024-12-10 12:09:07,archivement,,,,"You managed to find a new way to survive the gas, well done"
84eabfec-7be2-4fc3-b629-07386b850276,af1ecacc-a6d9-4ead-b36f-47e0c0be6f31,2024-12-10 12:09:20,survey,,,,Survey popped up.
84eabfec-7be2-4fc3-b629-07386b850276,af1ecacc-a6d9-4ead-b36f-47e0c0be6f31,2024-12-10 12:09:28,survey,,,,Survey submitted by user.
84eabfec-7be2-4fc3-b629-07386b850276,af1ecacc-a6d9-4ead-b36f-47e0c0be6f31,2024-12-10 12:09:32,interaction,used,/root/Node2D/Map/Locations/goal/goal,success,Player used something
84eabfec-7be2-4fc3-b629-07386b850276,af1ecacc-a6d9-4ead-b36f-47e0c0be6f31,2024-12-10 12:09:58,survey,,,,Survey popped up.
84eabfec-7be2-4fc3-b629-07386b850276,af1ecacc-a6d9-4ead-b36f-47e0c0be6f31,2024-12-10 12:10:01,survey,,,,Survey submitted by user.
84eabfec-7be2-4fc3-b629-07386b850276,af1ecacc-a6d9-4ead-b36f-47e0c0be6f31,2024-12-10 12:10:13,interaction,Paper Mask,/root/Node2D/Player,failure,Player dragged something and dropped it on something
84eabfec-7be2-4fc3-b629-07386b850276,af1ecacc-a6d9-4ead-b36f-47e0c0be6f31,2024-12-10 12:10:25,interaction,used,/root/Node2D/Map/utility,success,Player used something
84eabfec-7be2-4fc3-b629-07386b850276,af1ecacc-a6d9-4ead-b36f-47e0c0be6f31,2024-12-10 12:10:28,interaction,used,/root/Node2D/Map/Locations/briefing/briefing,success,Player used something
84eabfec-7be2-4fc3-b629-07386b850276,af1ecacc-a6d9-4ead-b36f-47e0c0be6f31,2024-12-10 12:10:31,survey,,,,Survey popped up.
84eabfec-7be2-4fc3-b629-07386b850276,af1ecacc-a6d9-4ead-b36f-47e0c0be6f31,2024-12-10 12:10:33,survey,,,,Survey submitted by user.
84eabfec-7be2-4fc3-b629-07386b850276,af1ecacc-a6d9-4ead-b36f-47e0c0be6f31,2024-12-10 12:10:37,interaction,used,/root/Node2D/Map/Locations/goal/goal,success,Player used something
84eabfec-7be2-4fc3-b629-07386b850276,af1ecacc-a6d9-4ead-b36f-47e0c0be6f31,2024-12-10 12:10:41,interaction,used,/root/Node2D/Map/Locations/goal/goal,success,Player used something
84eabfec-7be2-4fc3-b629-07386b850276,af1ecacc-a6d9-4ead-b36f-47e0c0be6f31,2024-12-10 12:10:44,plan,,,failure,The player plan failed because Accomplished nothing.
84eabfec-7be2-4fc3-b629-07386b850276,af1ecacc-a6d9-4ead-b36f-47e0c0be6f31,2024-12-10 12:10:48,interaction,Scene Tool,/root/Node2D/Player,success,Player dragged something and dropped it on something
84eabfec-7be2-4fc3-b629-07386b850276,af1ecacc-a6d9-4ead-b36f-47e0c0be6f31,2024-12-10 12:10:52,plan,,,failure,The player plan failed because Accomplished nothing.
84eabfec-7be2-4fc3-b629-07386b850276,af1ecacc-a6d9-4ead-b36f-47e0c0be6f31,2024-12-10 12:10:56,plan,,,failure,The player plan failed because Accomplished nothing.
84eabfec-7be2-4fc3-b629-07386b850276,af1ecacc-a6d9-4ead-b36f-47e0c0be6f31,2024-12-10 12:11:03,survey,,,,Survey popped up.
84eabfec-7be2-4fc3-b629-07386b850276,af1ecacc-a6d9-4ead-b36f-47e0c0be6f31,2024-12-10 12:11:06,survey,,,,Survey submitted by user.
84eabfec-7be2-4fc3-b629-07386b850276,af1ecacc-a6d9-4ead-b36f-47e0c0be6f31,2024-12-10 12:11:07,game,,,,Player finished the game
84eabfec-7be2-4fc3-b629-07386b850276,af1ecacc-a6d9-4ead-b36f-47e0c0be6f31,2024-12-10 12:11:07,miniPXI,,,,MiniPXI popped up.
84eabfec-7be2-4fc3-b629-07386b850276,af1ecacc-a6d9-4ead-b36f-47e0c0be6f31,2024-12-10 12:11:07,interaction,used,/root/Node2D/Locations/goal/Green Button,success,Player used something
84eabfec-7be2-4fc3-b629-07386b850276,af1ecacc-a6d9-4ead-b36f-47e0c0be6f31,2024-12-10 12:12:29,miniPXI,,,,MiniPXI submitted by user.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:25:25,consent,,,,Player have read and agreed to the informed consent.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:25:55,survey,,,,Survey popped up.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:26:01,survey,,,,Survey submitted by user.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:26:20,plan,,,failure,The player plan failed because Accomplished nothing.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:26:31,survey,,,,Survey popped up.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:26:35,survey,,,,Survey submitted by user.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:26:52,interaction,Gas Mask,/root/Node2D/Player,failure,Player dragged something and dropped it on something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:27:05,survey,,,,Survey popped up.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:27:09,survey,,,,Survey submitted by user.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:27:25,interaction,used,/root/Node2D/Map/Locations/briefing/briefing,success,Player used something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:27:40,interaction,Scene Tool,/root/Node2D/Player,success,Player dragged something and dropped it on something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:27:40,survey,,,,Survey popped up.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:27:48,survey,,,,Survey submitted by user.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:28:13,plan,,,failure,The player plan failed because Accomplished nothing.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:28:18,survey,,,,Survey popped up.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:28:21,survey,,,,Survey submitted by user.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:28:35,interaction,Gas Mask,/root/Node2D/Player,failure,Player dragged something and dropped it on something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:28:36,interaction,Scene Tool,/root/Node2D/Player,success,Player dragged something and dropped it on something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:28:51,survey,,,,Survey popped up.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:29:02,survey,,,,Survey submitted by user.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:29:09,interaction,used,/root/Node2D/Map/ObstacleGas/gas,success,Player used something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:29:13,interaction,examined,/root/Node2D/Locations/gas/Gascloud/Gas Cloud,,Player examined something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:29:29,interaction,examined,/root/Node2D/Locations/gas/Gascloud/Gas Cloud,,Player examined something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:29:31,interaction,examined,/root/Node2D/Locations/gas/Gascloud/Gas Cloud,,Player examined something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:29:32,survey,,,,Survey popped up.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:29:37,survey,,,,Survey submitted by user.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:29:40,interaction,examined,/root/Node2D/Locations/gas/Gascloud/Gas Cloud,,Player examined something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:29:42,interaction,Gas Mask,/root/Node2D/Locations/gas/Gascloud/Gas Cloud,failure,Player dragged something and dropped it on something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:29:48,interaction,used,/root/Node2D/Map/ObstacleGas/gas,success,Player used something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:29:50,interaction,examined,/root/Node2D/Locations/gas/Gascloud/Gas Cloud,,Player examined something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:29:56,interaction,used,/root/Node2D/Map/Locations/briefing/briefing,success,Player used something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:29:59,interaction,used,/root/Node2D/Map/utility,success,Player used something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:30:07,survey,,,,Survey popped up.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:30:12,survey,,,,Survey submitted by user.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:30:24,interaction,used,/root/Node2D/Map/ObstacleGas/gas,success,Player used something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:30:29,interaction,Scene Tool,/root/Node2D/Locations/gas/Gascloud/Gas Cloud,success,Player dragged something and dropped it on something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:30:43,survey,,,,Survey popped up.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:30:47,survey,,,,Survey submitted by user.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:30:49,plan,,,failure,The player plan failed because Accomplished nothing.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:31:01,interaction,used,/root/Node2D/Map/Locations/briefing/briefing,success,Player used something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:31:17,survey,,,,Survey popped up.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:31:22,survey,,,,Survey submitted by user.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:31:36,plan,,,failure,The player plan failed because Accomplished nothing.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:31:51,interaction,used,/root/Node2D/Map/Locations/control/control,failure,Player used something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:31:52,survey,,,,Survey popped up.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:31:56,survey,,,,Survey submitted by user.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:31:57,interaction,used,/root/Node2D/Map/Locations/goal/goal,failure,Player used something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:31:58,interaction,used,/root/Node2D/Map/Locations/goal/goal,failure,Player used something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:32:00,interaction,used,/root/Node2D/Map/Locations/control/control,failure,Player used something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:32:02,interaction,used,/root/Node2D/Map/ObstacleGas/gas,success,Player used something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:32:09,interaction,examined,/root/Node2D/Locations/gas/Gascloud/Gas Cloud,,Player examined something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:32:23,plan,,,failure,The player plan failed because Accomplished nothing.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:32:26,survey,,,,Survey popped up.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:32:29,survey,,,,Survey submitted by user.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:32:31,interaction,examined,?,,Player examined something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:32:41,interaction,used,/root/Node2D/Map/ObstacleGas/gas,success,Player used something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:32:44,plan,,,failure,The player plan failed because Accomplished nothing.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:32:50,interaction,used,/root/Node2D/Map/Locations/briefing/briefing,success,Player used something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:32:59,survey,,,,Survey popped up.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:33:02,survey,,,,Survey submitted by user.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:33:21,interaction,used,/root/Node2D/Map/Locations/briefing/briefing,success,Player used something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:33:25,interaction,used,/root/Node2D/Map/utility,success,Player used something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:33:31,interaction,used,/root/Node2D/Map/ObstacleGas/gas,success,Player used something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:33:32,survey,,,,Survey popped up.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:33:38,survey,,,,Survey submitted by user.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:33:45,plan,,,failure,The player plan failed because Accomplished nothing.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:34:05,interaction,used,/root/Node2D/Map/Locations/control/control,failure,Player used something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:34:06,interaction,used,/root/Node2D/Map/ObstacleGas/gas,success,Player used something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:34:08,survey,,,,Survey popped up.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:34:11,survey,,,,Survey submitted by user.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:34:14,interaction,Scene Tool,/root/Node2D/Locations/gas/Gascloud/Gas Cloud,success,Player dragged something and dropped it on something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:34:37,interaction,Gas Mask,/root/Node2D/Player,failure,Player dragged something and dropped it on something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:34:42,survey,,,,Survey popped up.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:34:49,survey,,,,Survey submitted by user.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:35:16,plan,,,failure,The player plan failed because Player died.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:35:19,survey,,,,Survey popped up.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:35:23,survey,,,,Survey submitted by user.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:35:46,interaction,Scene Tool,/root/Node2D/Locations/gas/Gascloud/Gas Cloud,success,Player dragged something and dropped it on something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:35:53,survey,,,,Survey popped up.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:35:57,survey,,,,Survey submitted by user.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:36:02,interaction,examined,?,,Player examined something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:36:04,interaction,Scene Tool,/root/Node2D/Locations/gas/Gascloud/Gas intake,failure,Player dragged something and dropped it on something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:36:07,interaction,Scene Tool,/root/Node2D/Locations/gas/Gascloud/Gas Cloud,success,Player dragged something and dropped it on something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:36:21,interaction,Gas Mask,/root/Node2D/Player,failure,Player dragged something and dropped it on something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:36:29,survey,,,,Survey popped up.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:36:32,survey,,,,Survey submitted by user.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:36:46,interaction,Gas Mask,/root/Node2D/Player,failure,Player dragged something and dropped it on something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:36:48,interaction,Gas Mask,/root/Node2D/Player,failure,Player dragged something and dropped it on something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:36:56,plan,,,failure,The player plan failed because Accomplished nothing.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:37:02,survey,,,,Survey popped up.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:37:07,survey,,,,Survey submitted by user.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:37:07,plan,,,failure,The player plan failed because Accomplished nothing.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:37:11,plan,,,failure,The player plan failed because Accomplished nothing.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:37:26,plan,,,failure,The player plan failed because Accomplished nothing.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:37:37,survey,,,,Survey popped up.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:37:39,survey,,,,Survey submitted by user.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:37:53,plan,,,success,The players plan succeed
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:37:53,archivement,,,,you managed to open the doors to the gas room without suffocating
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:38:07,interaction,used,/root/Node2D/Map/Locations/gas2/gas2,success,Player used something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:38:09,survey,,,,Survey popped up.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:38:18,survey,,,,Survey submitted by user.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:38:36,interaction,Scene Tool,/root/Node2D/Locations/gas2/Gascloud/Gas Cloud,success,Player dragged something and dropped it on something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:38:40,interaction,Scene Tool,/root/Node2D/Locations/gas2/Gascloud/Gas Cloud,success,Player dragged something and dropped it on something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:38:45,interaction,Scene Tool,/root/Node2D/Locations/gas2/Gascloud/Gas intake,failure,Player dragged something and dropped it on something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:38:47,interaction,Scene Tool,/root/Node2D/Locations/gas2/Gascloud/Gas Cloud,success,Player dragged something and dropped it on something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:38:49,survey,,,,Survey popped up.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:38:55,survey,,,,Survey submitted by user.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:39:04,plan,,,failure,The player plan failed because Player died.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:39:13,plan,,,failure,The player plan failed because Player died.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:39:21,interaction,used,/root/Node2D/Map/utility,success,Player used something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:39:24,interaction,used,/root/Node2D/Map/Locations/briefing/briefing,success,Player used something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:39:25,survey,,,,Survey popped up.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:39:28,survey,,,,Survey submitted by user.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:39:33,plan,,,failure,The player plan failed because Player died.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:39:43,plan,,,failure,The player plan failed because Player died.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:39:58,survey,,,,Survey popped up.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:40:01,survey,,,,Survey submitted by user.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:40:06,plan,,,failure,The player plan failed because Player died.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:40:14,interaction,used,/root/Node2D/Map/Locations/gas2/gas2,success,Player used something
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:40:24,plan,,,failure,The player plan failed because Player died.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:40:31,survey,,,,Survey popped up.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:40:34,survey,,,,Survey submitted by user.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:40:42,plan,,,failure,The player plan failed because Player died.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:41:04,survey,,,,Survey popped up.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:41:07,survey,,,,Survey submitted by user.
84eabfec-7be2-4fc3-b629-07386b850276,a6f3d2e3-70e5-4618-87d3-54a0b0f97ad7,2024-12-10 12:41:37,survey,,,,Survey popped up.
